SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,2800 Maple Springs Blvd,Dallas,TX,75235,324500,0,,Oaklawn,,24394,,25,,,Active,,,http://www.redfin.com/TX/Dallas/2800-Maple-Springs-Blvd-75235/home/30813553,NTREIS,14486909,N,Y,32.8165819,-96.8258479
MLS Listing,,Single Family Residential,,Dallas,TX,75208,259900,3,2.0,Dallas Land & Loan 02,1235,9670,1945,26,210,,Active,,,http://www.redfin.com/TX/Dallas/Undisclosed-address-75208/home/30826734,NTREIS,14486121,N,Y,32.7415091,-96.8315617
MLS Listing,,Single Family Residential,2222 Macon St,Dallas,TX,75215,119900,3,1.0,Ervay Cedars,764,5053,1942,1,157,,Active,,,http://www.redfin.com/TX/Dallas/2222-Macon-St-75215/home/30816906,NTREIS,14496792,N,Y,32.7466566,-96.7578576
MLS Listing,,Single Family Residential,4500 Fairway Unit F,Highland Park,TX,75219,1475000,3,3.5,Bonterra Condos,4845,17424,2006,156,304,504,Active,,,http://www.redfin.com/TX/Dallas/4500-Fairway-Ave-75219/unit-F/home/30779849,NTREIS,14406223,N,Y,32.8232289,-96.8132461
MLS Listing,,Single Family Residential,3701 Lexington Ave,Highland Park,TX,75205,9450000,3,5.5,Highland Park,8156,17119,2005,117,1159,,Active,,,http://www.redfin.com/TX/Dallas/3701-Lexington-Ave-75205/home/32064441,NTREIS,14429762,N,Y,32.8259851,-96.7955405
MLS Listing,,Condo/Co-op,4837 Cedar Springs Rd #314,Dallas,TX,75219,115000,1,1.0,River Oaks Condos,665,,1970,51,173,322,Active,,,http://www.redfin.com/TX/Dallas/4837-Cedar-Springs-Rd-75219/unit-314/home/30814741,NTREIS,14472743,N,Y,32.8195526,-96.821503
MLS Listing,,Condo/Co-op,4837 Cedar Springs Rd #210,Dallas,TX,75219,89900,1,1.0,River Oaks Condos,665,287888,1970,2,135,322,Active,,,http://www.redfin.com/TX/Dallas/4837-Cedar-Springs-Rd-75219/unit-210/home/30814777,NTREIS,14495732,N,Y,32.8195526,-96.821503
MLS Listing,,Multi-Family (2-4 Unit),611 S Beacon St,Dallas,TX,75223,275000,2,,Mount Aubourn Add,1846,7492,1923,353,149,,Active,,,http://www.redfin.com/TX/Dallas/611-S-Beacon-St-75223/home/30800745,NTREIS,14266103,N,Y,32.797537,-96.752197
MLS Listing,,Multi-Family (2-4 Unit),1532 Whitaker Ave #2,Dallas,TX,75216,199900,3,2.0,Edgemont,1312,7231,1937,17,152,,Active,,,http://www.redfin.com/TX/Dallas/1532-Whitaker-Ave-75216/unit-2/home/174003036,NTREIS,14489782,N,Y,32.7283469,-96.8076233
MLS Listing,,Condo/Co-op,4859 Cedar Springs Rd #354,Dallas,TX,75219,115000,2,1.0,River Oaks Condos,841,287888,1970,16,137,409,Active,,,http://www.redfin.com/TX/Dallas/4859-Cedar-Springs-Rd-75219/unit-354/home/30814688,NTREIS,14482956,N,Y,32.8191209,-96.822539
MLS Listing,,Condo/Co-op,4859 Cedar Springs Rd #158,Dallas,TX,75219,120000,1,1.0,River Oaks Condos,665,287888,1970,1,180,345,Active,,,http://www.redfin.com/TX/Dallas/4859-Cedar-Springs-Rd-75219/unit-158/home/30814645,NTREIS,14493958,N,Y,32.8191209,-96.822539
MLS Listing,,Single Family Residential,3414 Navaro St,Dallas,TX,75212,170000,2,1.0,Homestead Manor Annex,840,5009,1955,2,202,,Active,,,http://www.redfin.com/TX/Dallas/3414-Navaro-St-75212/home/30974840,NTREIS,14495707,N,Y,32.783946,-96.8460864
MLS Listing,,Single Family Residential,4337 Penelope St,Dallas,TX,75210,179990,3,2.0,CW Walkers,1028,6447,2021,11,175,,Active,,,http://www.redfin.com/TX/Dallas/4337-Penelope-St-75210/home/30805375,NTREIS,14491915,N,Y,32.776375,-96.747302
MLS Listing,,Single Family Residential,2706 Maurine F Bailey Way,Dallas,TX,75215,140000,3,2.0,H T Lackey,1287,5881,1940,22,109,,Active,,,http://www.redfin.com/TX/Dallas/2706-Maurine-F-Bailey-Way-75215/home/30816143,NTREIS,14487979,N,Y,32.7538067,-96.7528449
MLS Listing,,Condo/Co-op,4851 Cedar Springs Rd #276,Dallas,TX,75219,155000,2,2.0,River Oaks Condos,961,287888,1970,78,161,430,Active,,,http://www.redfin.com/TX/Dallas/4851-Cedar-Springs-Rd-75219/unit-276/home/30814704,NTREIS,14458080,N,Y,32.8197893,-96.8217216
MLS Listing,,Condo/Co-op,4837 Cedar Springs Rd #112,Dallas,TX,75219,119000,2,2.0,River Oaks Condos,961,287888,1970,96,124,465,Active,,,http://www.redfin.com/TX/Dallas/4837-Cedar-Springs-Rd-75219/unit-112/home/30814782,NTREIS,14446519,N,Y,32.8197895,-96.8217645
MLS Listing,,Single Family Residential,3911 Spring Ave,Dallas,TX,75210,219000,3,2.0,Springfield Add,1579,5227,2020,264,139,,Active,,,http://www.redfin.com/TX/Dallas/3911-Spring-Ave-75210/home/30805122,NTREIS,14324756,N,Y,32.7703323,-96.747576
MLS Listing,,Single Family Residential,5123 Vanderbilt Ave,Dallas,TX,75206,419000,2,1.0,Greenland Hills Hill Top Sec,1135,7231,1928,50,369,,Active,,,http://www.redfin.com/TX/Dallas/5123-Vanderbilt-Ave-75206/home/30812259,NTREIS,14474900,N,Y,32.8246782,-96.7836367
MLS Listing,,Single Family Residential,1926 Berwick Ave,Dallas,TX,75203,245000,3,2.0,Cedar Crest,2225,7667,1947,1138,110,,Active,,,http://www.redfin.com/TX/Dallas/1926-Berwick-Ave-75203/home/30846802,NTREIS,13736298,N,Y,32.7268151,-96.7974036
MLS Listing,,Condo/Co-op,4859 Cedar Springs Rd #141,Dallas,TX,75219,108000,1,1.0,River Oaks Condos,665,287888,1970,73,162,300,Active,,,http://www.redfin.com/TX/Dallas/4859K-Cedar-Springs-Rd-75219/unit-141/home/30814714,NTREIS,14461372,N,Y,32.8199245,-96.8218465
MLS Listing,,Condo/Co-op,4859 Cedar Springs Rd #134,Dallas,TX,75219,105000,1,1.0,River Oaks Condos,629,,1970,38,167,305,Active,,,http://www.redfin.com/TX/Dallas/4859G-Cedar-Springs-Rd-75219/unit-134/home/30814604,NTREIS,14478276,N,Y,32.8199245,-96.8218465
MLS Listing,,Condo/Co-op,2117 Kessler Ct #66,Dallas,TX,75208,244750,2,2.0,Highlands Condos,1434,,1974,86,171,597,Active,,,http://www.redfin.com/TX/Dallas/2117K-Kessler-Ct-75208/unit-66/home/30839030,NTREIS,14453991,N,Y,32.76329,-96.8451518
MLS Listing,,Single Family Residential,1622 Bickers St,Dallas,TX,75212,195000,5,3.0,Homestead Gardens,1728,5184,1950,78,113,,Active,,,http://www.redfin.com/TX/Dallas/1622-Bickers-St-75212/home/30974730,NTREIS,14457339,N,Y,32.7867556,-96.8460508
MLS Listing,,Single Family Residential,4350 Rheims Pl,Highland Park,TX,75205,8495000,5,8.0,Highland Park,8243,19341,2020,80,1031,,Active,,,http://www.redfin.com/TX/Dallas/4350-Rheims-Pl-75205/home/32067319,NTREIS,14457418,N,Y,32.8252328,-96.8092759
MLS Listing,,Single Family Residential,4300 Armstrong Pkwy,Highland Park,TX,75205,19500000,4,5.5,Highland Park,11702,69696,1997,306,1666,,Active,,,http://www.redfin.com/TX/Dallas/4300-Armstrong-Pkwy-75205/home/32067108,NTREIS,14300031,N,Y,32.8258394,-96.8074836
MLS Listing,,Single Family Residential,6214 Bryan Pkwy,Dallas,TX,75214,795000,3,2.5,Munger Place Heights,2448,7318,1923,2,325,,Active,January-10-2021 03:30 PM,January-10-2021 05:00 PM,http://www.redfin.com/TX/Dallas/6214-Bryan-Pkwy-75214/home/30806191,NTREIS,14493685,N,Y,32.8112821,-96.7605012
MLS Listing,,Condo/Co-op,4811 N Central Expy,Dallas,TX,75205,249000,2,1.5,Highland Oaks Condo,1138,71918,1957,51,219,357,Active,,,http://www.redfin.com/TX/Dallas/4811-N-Central-Expy-75205/home/30801882,NTREIS,14472902,N,Y,32.8255903,-96.785059
MLS Listing,,Single Family Residential,1116 W Canty St,Dallas,TX,75208,319900,2,2.0,Oak Cliff Annex,1476,5968,1921,113,217,,Active,,,http://www.redfin.com/TX/Dallas/1116-W-Canty-St-75208/home/30830559,NTREIS,14435661,N,Y,32.7521874,-96.841029
MLS Listing,,Single Family Residential,1714 Morris St,Dallas,TX,75212,385000,3,2.5,Homestead Manor,2022,4792,2020,35,190,,Active,,,http://www.redfin.com/TX/Dallas/1714-Morris-St-75212/home/30974939,NTREIS,14482019,N,Y,32.783153,-96.84705
MLS Listing,,Condo/Co-op,4930 Lahoma St,Dallas,TX,75235,182500,2,1.5,Westbury Park Condo,1175,273121,1954,193,155,511,Active,,,http://www.redfin.com/TX/Dallas/4930-Lahoma-St-75235/home/31190318,NTREIS,14376948,N,Y,32.8214988,-96.8202521
MLS Listing,,Multi-Family (2-4 Unit),4522 Westway Ave,Highland Park,TX,75205,2150000,5,,West Park,5565,12720,1981,513,386,,Active,,,http://www.redfin.com/TX/Dallas/4522-Westway-Ave-75205/home/32113233,NTREIS,14164282,N,Y,32.824225,-96.814188
MLS Listing,,Vacant Land,5319 Colonial Ave,Dallas,TX,75215,49000,0,,Ervay Place,,7013,,63,,,Active,,,http://www.redfin.com/TX/Dallas/5319-Colonial-Ave-75215/home/30813038,NTREIS,14467666,N,Y,32.743622,-96.758605
MLS Listing,,Condo/Co-op,4935 N Hall St,Dallas,TX,75235,155000,2,1.5,Westbury Park Condo,1072,273121,1954,24,145,496,Active,,,http://www.redfin.com/TX/Dallas/4935-N-Hall-St-75235/home/31190273,NTREIS,14486652,N,Y,32.8218396,-96.8200408
MLS Listing,,Single Family Residential,1209 Kings Hwy,Dallas,TX,75208,515000,3,3.0,Oak Cliff Annex,2880,7492,1916,203,179,,Active,,,http://www.redfin.com/TX/Dallas/1209-Kings-Hwy-75208/home/30830868,NTREIS,14369918,N,Y,32.7517361,-96.8412806
MLS Listing,,Condo/Co-op,4833 N Central Expy,Dallas,TX,75205,225000,2,1.5,Highland Oaks Condo,1163,71918,1957,164,193,343,Active,,,http://www.redfin.com/TX/Dallas/4833-N-Central-Expy-75206/home/30801891,NTREIS,14400602,N,Y,32.8258665,-96.7840901
MLS Listing,,Condo/Co-op,5014 LES CHATEAUX Dr #230,Dallas,TX,75235,153750,2,1.5,Les Chateaux Condo,1020,181210,1963,5,151,448,Active,,,http://www.redfin.com/TX/Dallas/5014-Les-Chateaux-Dr-75235/unit-230/home/30814222,NTREIS,14493933,N,Y,32.8200105,-96.823744
MLS Listing,,Condo/Co-op,5016 Les Chateaux Dr #134,Dallas,TX,75235,159900,2,2.0,Les Chateaux Condo,1200,,1963,183,133,529,Active,,,http://www.redfin.com/TX/Dallas/5016-Les-Chateaux-Dr-75235/unit-134/home/30814205,NTREIS,14383491,N,Y,32.8200354,-96.823731
MLS Listing,,Single Family Residential,5403 Goodwin Ave,Dallas,TX,75206,540000,2,1.0,Vickery Place,1157,8625,1926,81,467,,Active,,,http://www.redfin.com/TX/Dallas/5403-Goodwin-Ave-75206/home/30810212,NTREIS,14437754,N,Y,32.8237086,-96.777284
MLS Listing,,Single Family Residential,1535 Iowa Ave,Dallas,TX,75216,159900,3,2.0,Trinity Heights,1080,7579,1921,79,148,,Active,,,http://www.redfin.com/TX/Dallas/1535-Iowa-Ave-75216/home/30834932,NTREIS,14456157,N,Y,32.7259046,-96.8020491
MLS Listing,,Townhouse,5006 Cedar Springs Rd Unit A,Dallas,TX,75235,374500,2,2.0,Palm Plaza,1751,2222,1999,100,214,83,Active,,,http://www.redfin.com/TX/Dallas/5006-Cedar-Springs-Rd-75235/unit-A/home/31127494,NTREIS,14444981,N,Y,32.8212403,-96.8226856
MLS Listing,,Single Family Residential,1806 Pollard,Dallas,TX,75208,300000,0,1.0,O Neal & Huffman,784,9975,1925,550,383,,Active,,,http://www.redfin.com/TX/Dallas/1806-Pollard-St-75208/home/30987332,NTREIS,14135518,N,Y,32.771498,-96.8482286
MLS Listing,,Condo/Co-op,5057 Les Chateaux Dr #245,Dallas,TX,75235,155000,1,1.0,Les Chateaux Condo,963,120008,1963,111,161,424,Active,,,http://www.redfin.com/TX/Dallas/5057-Les-Chateaux-Dr-75235/unit-245/home/30814166,NTREIS,14437808,N,Y,32.8206608,-96.8237587
MLS Listing,,Vacant Land,4030 Sonny Cir,Dallas,TX,75210,39900,0,,Lagow Spgs,,7449,,87,,,Active,,,http://www.redfin.com/TX/Dallas/4030-Sonny-Cir-75210/home/30805140,NTREIS,14452596,N,Y,32.7704527,-96.745686
MLS Listing,,Condo/Co-op,5001 Bowser Ave #130,Dallas,TX,75209,109900,2,1.0,Bowser Oaks Condo,667,38551,1962,301,165,433,Active,,,http://www.redfin.com/TX/Dallas/5001-Bowser-Ave-75209/unit-130/home/171553586,NTREIS,14304131,N,Y,32.8238728,-96.8182227
MLS Listing,,Single Family Residential,4229 Spring Ave,Dallas,TX,75210,178990,3,2.0,Springow,1028,5401,2021,11,174,,Active,,,http://www.redfin.com/TX/Dallas/4229-Spring-Ave-75210/home/30805501,NTREIS,14491918,N,Y,32.772367,-96.74538
MLS Listing,,Single Family Residential,214 Appian Way,Dallas,TX,75216,295000,3,2.0,Beckley Club,1268,8886,1936,47,233,,Active,,,http://www.redfin.com/TX/Dallas/214-Appian-Way-75216/home/30835980,NTREIS,14475943,N,Y,32.7307598,-96.8209691
MLS Listing,,Condo/Co-op,5001 Bowser Ave #104,Dallas,TX,75209,82400,1,1.0,Bowser Oaks Condo,500,38551,1962,220,165,324,Active,,,http://www.redfin.com/TX/Dallas/5001-Bowser-Ave-75209/unit-104/home/31170846,NTREIS,14357033,N,Y,32.824095,-96.8180821
MLS Listing,,Condo/Co-op,5001 Bowser Ave #106,Dallas,TX,75209,77900,1,1.0,Bowser Oaks Condo,617,38551,1962,8,126,401,Active,,,http://www.redfin.com/TX/Dallas/5001-Bowser-Ave-75209/unit-106/home/31170852,NTREIS,14492930,N,Y,32.824095,-96.8180821
MLS Listing,,Single Family Residential,3415 Lindenwood Ave,Highland Park,TX,75205,2825000,5,5.5,Highland Park 04 Instl,5694,11282,2015,71,496,,Active,,,http://www.redfin.com/TX/Dallas/3415-Lindenwood-Ave-75205/home/32067205,NTREIS,14462057,N,Y,32.8278803,-96.7884903
MLS Listing,,Single Family Residential,725 N Glasgow Dr,Dallas,TX,75214,575000,4,3.0,Munger Place,2663,8538,1923,89,216,,Active,,,http://www.redfin.com/TX/Dallas/725-N-Glasgow-Dr-75214/home/30806128,NTREIS,14440172,N,Y,32.8095133,-96.7566133
MLS Listing,,Single Family Residential,1533 W Colorado Blvd,Dallas,TX,75208,995000,5,3.5,Kessler Park,3349,10716,1930,16,297,,Active,,,http://www.redfin.com/TX/Dallas/1533-W-Colorado-Blvd-75208/home/30836584,NTREIS,14489514,N,Y,32.7589802,-96.8460089
MLS Listing,,Single Family Residential,1018 Lausanne Ave,Dallas,TX,75208,1119000,4,5.0,Second Instl Kessler Park,4319,12458,2005,96,259,,Active,,,http://www.redfin.com/TX/Dallas/1018-Lausanne-Ave-75208/home/30836581,NTREIS,14446327,N,Y,32.7562285,-96.8449619
MLS Listing,,Condo/Co-op,4906 N Hall St,Dallas,TX,75235,179900,2,1.5,Westbury Park Condo,1145,273121,1954,4,157,496,Active,,,http://www.redfin.com/TX/Dallas/4906A-N-Hall-St-75235/home/31190217,NTREIS,14493600,N,Y,32.8229965,-96.8209172
MLS Listing,,Single Family Residential,5121 Stoneleigh Ave,Dallas,TX,75235,489900,4,2.5,Oak Lawn Heights,2660,7449,1997,156,184,,Active,,,http://www.redfin.com/TX/Dallas/5121-Stoneleigh-Ave-75235/home/30814069,NTREIS,14404957,N,Y,32.819052,-96.8274186
MLS Listing,,Multi-Family (2-4 Unit),5103 N Hall St,Dallas,TX,75235,527900,2,2.5,Cedar Spgs Heights,2125,6360,2019,49,248,,Active,,,http://www.redfin.com/TX/Dallas/5103-N-Hall-St-75235/home/172840393,NTREIS,14475626,N,Y,32.8228643,-96.8213647
MLS Listing,,Single Family Residential,724 W 12th St,Dallas,TX,75208,276900,3,2.0,Dallas Land & Loan 03,1686,5706,1930,17,164,,Active,,,http://www.redfin.com/TX/Dallas/724-W-12th-St-75208/home/30827425,NTREIS,14490248,N,Y,32.7409848,-96.8351418
MLS Listing,,Single Family Residential,2210 Bonnie View Rd,Dallas,TX,75216,400000,3,3.5,Pearl Porterfields,2354,5401,2018,3,170,,Active,,,http://www.redfin.com/TX/Dallas/2210-Bonnie-View-Rd-75216/home/31033789,NTREIS,14494918,N,Y,32.7252978,-96.7873811
MLS Listing,,Vacant Land,448 W Yarmouth St,Dallas,TX,75208,152000,0,,Homestead park,,7536,,36,,,Active,,,http://www.redfin.com/TX/Dallas/448-W-Yarmouth-St-75208/home/30831996,NTREIS,14481756,N,Y,32.736326,-96.830418
MLS Listing,,Single Family Residential,5127 Denton Dr,Dallas,TX,75235,849999,5,4.0,Oak Lawn Heights,3308,8843,2016,65,257,,Active,,,http://www.redfin.com/TX/Dallas/5127-Denton-Dr-75235/home/30813891,NTREIS,14466423,N,Y,32.8185785,-96.8284419
MLS Listing,,Single Family Residential,4593 Belfort Ave,Highland Park,TX,75205,1099000,3,3.0,Highland Park,1994,6752,1937,4,551,,Active,,,http://www.redfin.com/TX/Dallas/4593-Belfort-Pl-75205/home/32067330,NTREIS,14489574,N,Y,32.8256474,-96.8158618
MLS Listing,,Single Family Residential,1530 Arizona Ave,Dallas,TX,75216,275900,3,2.0,Cedar Oaks,1585,7362,1946,258,174,,Active,,,http://www.redfin.com/TX/Dallas/1530-Arizona-Ave-75216/home/30836005,NTREIS,14328673,N,Y,32.7283975,-96.8177471
MLS Listing,,Single Family Residential,5746 Velasco Ave,Dallas,TX,75206,749995,3,3.0,Belmont Sub,2110,8189,1920,2,355,,Active,January-9-2021 01:00 PM,January-9-2021 03:00 PM,http://www.redfin.com/TX/Dallas/5746-Velasco-Ave-75206/home/30806221,NTREIS,14496042,N,Y,32.8206885,-96.7681994
MLS Listing,,Multi-Family (2-4 Unit),5142 Vandelia St,Dallas,TX,75235,564900,3,2.5,Cedar Spgs Heights,2116,6229,2021,123,267,,Active,,,http://www.redfin.com/TX/Dallas/5142-Vandelia-St-75235/home/30852156,NTREIS,14429778,N,Y,32.8222936,-96.823481
MLS Listing,,Townhouse,4509 Westside Dr,Highland Park,TX,75209,845000,3,2.5,Highland Park West 09 Rev,2587,3049,1983,69,327,350,Active,,,http://www.redfin.com/TX/Dallas/4509-Westside-Dr-75209/home/32071696,NTREIS,14461443,N,Y,32.8254913,-96.8170753
MLS Listing,,Single Family Residential,5124 Malcolm X Blvd,Dallas,TX,75215,200000,2,2.0,Oakland Ave Annex,840,6142,2020,52,238,,Active,,,http://www.redfin.com/TX/Dallas/5124-S-Malcolm-X-Blvd-75215/home/30845782,NTREIS,14473771,N,Y,32.753456,-96.749547
MLS Listing,,Single Family Residential,1530 Abrams Rd,Dallas,TX,75214,539900,3,2.5,DR J H Dean,2429,5837,1981,45,222,,Active,,,http://www.redfin.com/TX/Dallas/1530-Abrams-Rd-75214/home/31123932,NTREIS,14475459,N,Y,32.8071199,-96.7538113
MLS Listing,,Vacant Land,5612 Bexar St,Dallas,TX,75215,20900,0,,Ideal,,2309,,104,,,Active,,,http://www.redfin.com/TX/Dallas/5612-Bexar-St-75215/home/30816332,NTREIS,14442372,N,Y,32.7467114,-96.753344
MLS Listing,,Single Family Residential,6414 Bryan Pkwy,Dallas,TX,75214,560000,3,3.5,Towers-Lakewood,2470,2265,2005,2,227,,Active,January-10-2021 01:00 PM,January-10-2021 03:00 PM,http://www.redfin.com/TX/Dallas/6414-Bryan-Pkwy-75214/home/30739977,NTREIS,14495754,N,Y,32.8133467,-96.7587463
MLS Listing,,Vacant Land,1843 Pollard St,Dallas,TX,75208,310000,0,,Oneal & Huffmans Rev,,7492,1925,335,,,Active,,,http://www.redfin.com/TX/Dallas/1843-Pollard-St-75208/home/30987171,NTREIS,14278312,N,Y,32.7718981,-96.8497729
MLS Listing,,Multi-Family (2-4 Unit),5930 Victor St,Dallas,TX,75214,525000,5,3.0,Drive John H Deans Add,3018,8407,1930,173,174,,Active,,,http://www.redfin.com/TX/Dallas/5930-Victor-St-75214/home/30802354,NTREIS,14388363,N,Y,32.806468,-96.753027
MLS Listing,,Condo/Co-op,1600 Abrams Rd #46,Dallas,TX,75214,394900,2,2.5,Stratford At Lakewood Condos Amd,1900,,2006,95,208,298,Active,,,http://www.redfin.com/TX/Dallas/1600-Abrams-Rd-75214/unit-46/home/30780895,NTREIS,14448390,N,Y,32.8075185,-96.7537302
MLS Listing,,Single Family Residential,1520 Argonne Dr,Dallas,TX,75208,910000,4,3.0,Kessler Park,3123,11674,1949,158,291,,Active,,,http://www.redfin.com/TX/Dallas/1520-Argonne-Dr-75208/home/30836625,NTREIS,14401219,N,Y,32.7565572,-96.8461764
MLS Listing,,Vacant Land,1906 Duluth St,Dallas,TX,75212,125000,0,,College Park Riggins,,6273,,11,,,Active,,,http://www.redfin.com/TX/Dallas/1906-Duluth-St-75212/home/30987127,NTREIS,14492050,N,Y,32.7760109,-96.850336
MLS Listing,,Single Family Residential,3623 Kenilworth St,Dallas,TX,75210,177990,3,2.0,Morningside No. 2,1028,6316,2021,11,173,,Active,,,http://www.redfin.com/TX/Dallas/3623-Kenilworth-St-75210/home/30811162,NTREIS,14491891,N,Y,32.764179,-96.7450099
MLS Listing,,Single Family Residential,4602 Frank St,Dallas,TX,75210,199900,3,2.0,Magnolia Park,1357,,2020,38,147,,Active,,,http://www.redfin.com/TX/Dallas/4602-Frank-St-75210/home/30815954,NTREIS,14477206,N,Y,32.7770579,-96.743504
MLS Listing,,Single Family Residential,6122 Richmond Ave,Dallas,TX,75214,774900,4,3.0,Edgemont Park Add,2726,8668,2013,122,284,,Active,,,http://www.redfin.com/TX/Dallas/6122-Richmond-Ave-75214/home/30810960,NTREIS,14430447,N,Y,32.8159419,-96.7606494
MLS Listing,,Single Family Residential,6152 Prospect Ave,Dallas,TX,75214,724900,4,3.0,O A Teal,2273,9409,1932,58,319,,Active,,,http://www.redfin.com/TX/Dallas/6152-Prospect-Ave-75214/home/30811777,NTREIS,14452967,N,Y,32.8148112,-96.7592482
MLS Listing,,Single Family Residential,2910 Gay St,Dallas,TX,75210,262000,4,3.5,Brook Mays Spring Ave,2121,3703,2020,17,124,,Active,,,http://www.redfin.com/TX/Dallas/2910-Gay-St-75210/home/30738941,NTREIS,14490483,N,Y,32.772283,-96.743472
MLS Listing,,Townhouse,484 S Tyler Ave #3,Dallas,TX,75208,499000,3,3.5,Dallas Land & Loan 3,1855,7275,2020,43,269,,Active,,,http://www.redfin.com/TX/Dallas/484-S-Tyler-St-75208/unit-3/home/173808190,NTREIS,14477965,N,Y,32.7414557,-96.8376078
MLS Listing,,Multi-Family (2-4 Unit),401 Martinique Ave,Dallas,TX,75223,459900,3,2.5,Mount Auburn,2098,7231,2021,106,219,,Active,,,http://www.redfin.com/TX/Dallas/401-Martinique-Ave-75223/home/30801089,NTREIS,14441435,N,Y,32.8026692,-96.7499195
MLS Listing,,Single Family Residential,1621 Ramsey Ave,Dallas,TX,75216,249000,2,1.0,Beckley Club,1200,7797,1947,1,208,,Active,,,http://www.redfin.com/TX/Dallas/1621-Ramsey-Ave-75216/home/30835985,NTREIS,14492122,N,Y,32.7282271,-96.8207179
MLS Listing,,Condo/Co-op,5311 Fleetwood Oaks Ave #164,Dallas,TX,75235,100000,1,1.0,Towneoaks Terrace Condo,768,79497,1964,70,130,211,Active,,,http://www.redfin.com/TX/Dallas/5311-Fleetwood-Oaks-Ave-75235/unit-164/home/30813962,NTREIS,14463620,N,Y,32.8183367,-96.8312954
MLS Listing,,Vacant Land,2321 Budd St,Dallas,TX,75215,17000,0,,LINCOLN MANOR 2,,2178,,25,,,Active,,,http://www.redfin.com/TX/Dallas/2321-Budd-St-75215/home/32424719,NTREIS,14486979,N,Y,32.741409,-96.755804
MLS Listing,,Vacant Land,2323 Budd St,Dallas,TX,75215,25000,0,,LINCOLN MANOR 2,,3920,,25,,,Active,,,http://www.redfin.com/TX/Dallas/2323-Budd-St-75215/home/30817401,NTREIS,14486982,N,Y,32.741487,-96.7557269
For-Sale-by-Owner Listing,,Townhouse,3123 Cedarplaza Ln Apt 403,Dallas,TX,75235,374000,3,3.5,Dallas,1771,57063,2006,171,211,,Active,,,http://www.redfin.com/TX/Dallas/3123-Cedarplaza-Ln-75235/unit-403/home/30776479,Fizber.com,5060476,N,Y,32.8224144,-96.8261807
MLS Listing,,Vacant Land,4225 Carpenter Ave,Dallas,TX,75210,39900,0,,Bertrand Place,,6578,,33,,,Active,,,http://www.redfin.com/TX/Dallas/4225-Carpenter-Ave-75210/home/30815489,NTREIS,14482479,N,Y,32.770171,-96.742923
MLS Listing,,Single Family Residential,1614 Seevers Ave,Dallas,TX,75216,324900,3,2.5,Beckley Club,1584,7013,1959,2,205,,Active,,,http://www.redfin.com/TX/Dallas/1614-Seevers-Ave-75216/home/30835972,NTREIS,14491550,N,Y,32.7278857,-96.8213459
MLS Listing,,Single Family Residential,5922 Velasco Ave,Dallas,TX,75206,1200000,5,4.5,Belmont Suburban,3839,7841,2021,1,313,,Active,,,http://www.redfin.com/TX/Dallas/5922-Velasco-Ave-75206/home/30806515,NTREIS,14496857,N,Y,32.8207202,-96.7648254
MLS Listing,,Single Family Residential,5627 Vanderbilt Ave,Dallas,TX,75206,1195000,4,3.5,Greenland Hills 1st Sec,3764,7231,2019,32,317,,Active,,,http://www.redfin.com/TX/Dallas/5627-Vanderbilt-Ave-75206/home/30811948,NTREIS,14482982,N,Y,32.8247598,-96.7711903
MLS Listing,,Single Family Residential,1606 S Beckley Ave,Dallas,TX,75224,289900,2,2.0,Beckley Club,1565,7100,1945,36,185,,Active,,,http://www.redfin.com/TX/Dallas/1606-S-Beckley-Ave-75224/home/30835930,NTREIS,14481793,N,Y,32.7283487,-96.8225181
MLS Listing,,Multi-Family (2-4 Unit),719 S Vernon Ave Unit A,Dallas,TX,75208,175000,3,2.0,Ruthmede Place,1230,5227,1987,29,142,,Active,,,http://www.redfin.com/TX/Dallas/719-S-Vernon-Ave-75208/unit-A/home/30827255,NTREIS,14485225,N,Y,32.738483,-96.8363753
MLS Listing,,Condo/Co-op,6262 Swiss Ave Unit D,Dallas,TX,75214,325000,2,2.5,1900 Swiss Avenue Condominiums,1281,15725,1984,5,254,322,Active,January-9-2021 01:00 PM,January-9-2021 03:00 PM,http://www.redfin.com/TX/Dallas/6262-Swiss-Ave-75214/unit-D/home/31187586,NTREIS,14493277,N,Y,32.8136261,-96.7562362
MLS Listing,,Single Family Residential,1922 Life Ave,Dallas,TX,75212,240000,3,2.5,Victory Gardens 02,1620,5271,2002,88,148,,Active,,,http://www.redfin.com/TX/Dallas/1922-Life-Ave-75212/home/30976378,NTREIS,14451642,N,Y,32.7861184,-96.8512861
MLS Listing,,Single Family Residential,6034 Palo Pinto Ave,Dallas,TX,75206,1015000,4,3.0,Belmont Sub,3916,8756,2014,59,259,,Active,,,http://www.redfin.com/TX/Dallas/6034-Palo-Pinto-Ave-75206/home/30806478,NTREIS,14469362,N,Y,32.819541,-96.7622388
